usec,Time_Of_Day_Seconds,Core,CPU,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,CoreThr,PkgTmp,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,CPU%LPI,SYS%LPI,PkgWatt,CorWatt,GFXWatt,RAMWatt,PKG_%,RAM_%,UncMHz
3110,1737212690.241289,-,-,-,-,601,36.93,1629,2711,0.87,25548,0,157,3335,3449,2355,9410,2,5515,561,2899,0.01,1.26,1.95,1.79,18.14,0.02,18.03,3.55,18.66,22.82,1.36,17.42,21.47,56.0,0.0,56.0,105.62,70.79,1.44,1.03,10.9,11.64,0.0,0.0,0.0,0.0,0.0,5.07,2.78,0.02,0.71,0.0,0.0,1100.0
2706,1737212695.249869,-,-,-,-,846,49.64,1703,2712,0.74,33364,0,277,5751,5346,2641,9573,6,4859,299,2188,0.02,2.95,2.91,1.94,16.0,0.04,14.25,1.45,11.12,23.64,1.18,13.16,12.37,57.0,0.0,57.0,130.06,80.18,20.52,17.47,6.74,5.56,0.0,0.0,0.0,0.0,0.0,6.08,3.56,0.15,0.92,0.0,0.0,1400.0
1114,1737212700.256124,-,-,-,-,783,49.07,1595,2713,0.75,32279,0,163,5118,4918,3186,9593,19,4907,376,2320,0.02,2.42,2.67,2.16,14.67,0.04,15.5,1.93,11.89,22.5,1.46,11.69,15.28,57.0,0.0,57.0,128.72,79.84,18.21,15.65,7.86,5.39,0.0,0.0,0.0,0.0,0.0,5.77,3.28,0.14,0.88,0.0,0.0,2300.0
7051,1737212705.268931,-,-,-,-,596,37.16,1606,2710,0.89,25937,0,145,2531,3008,2045,9657,13,5587,470,2884,0.01,1.08,1.9,1.61,19.65,0.05,17.61,2.4,18.86,22.98,1.24,19.0,19.62,55.0,0.0,55.0,107.2,71.93,1.28,0.56,9.41,12.23,0.0,0.0,0.0,0.0,0.0,5.06,2.78,0.02,0.7,0.0,0.0,600.0
2403,1737212710.276949,-,-,-,-,1338,62.85,2128,2714,0.7,37715,0,95,4445,4821,2528,7690,2,3693,171,1277,0.01,2.18,2.53,1.78,12.71,0.01,11.2,0.8,6.15,17.97,1.19,9.83,8.17,57.0,0.0,56.0,149.85,85.06,23.05,20.04,5.12,3.7,0.0,0.0,0.0,0.0,0.0,8.07,5.4,0.2,1.11,0.0,0.0,1100.0
2641,1737212715.281867,-,-,-,-,782,46.52,1681,2712,0.74,32744,0,235,5342,5444,3554,10666,13,5022,400,2318,0.02,2.63,2.9,2.46,16.6,0.02,15.41,1.79,12.0,23.54,1.81,13.25,14.88,55.0,0.0,55.0,124.07,77.66,20.82,17.94,8.84,5.82,0.0,0.0,0.0,0.0,0.0,5.84,3.29,0.18,0.9,0.0,0.0,900.0
1618,1737212720.288846,-,-,-,-,758,40.89,1853,2713,0.9,27255,0,199,3258,3132,2187,8924,49,4996,496,2796,0.02,1.23,1.9,1.7,17.53,0.28,16.02,2.7,18.05,23.32,1.23,16.24,18.32,55.0,0.0,56.0,114.6,74.4,1.59,1.3,9.51,9.54,0.0,0.0,0.0,0.0,0.0,5.96,3.63,0.02,0.75,0.0,0.0,1400.0
2921,1737212725.297987,-,-,-,-,765,49.06,1560,2712,0.75,33328,0,905,5727,6078,2941,10006,17,4930,292,2334,0.03,2.78,3.41,2.12,16.0,0.04,14.6,1.34,11.01,24.1,1.33,12.89,12.62,56.0,0.0,55.0,130.45,81.21,20.73,17.71,6.86,5.09,0.0,0.0,0.0,0.0,0.0,5.62,3.12,0.15,0.88,0.0,0.0,700.0
2812,1737212730.306264,-,-,-,-,774,47.09,1643,2712,0.74,32361,0,497,5504,5633,3582,9729,20,5550,425,2340,0.03,2.74,2.96,2.34,15.09,0.04,17.55,1.76,10.8,23.53,1.46,12.37,15.54,54.0,0.0,54.0,125.76,79.6,17.92,15.68,7.98,6.12,0.0,0.0,0.0,0.0,0.0,5.65,3.17,0.13,0.87,0.0,0.0,700.0
934,1737212735.31301,-,-,-,-,697,41.83,1666,2713,0.84,27243,0,100,2401,2901,2141,9133,6,5238,404,2771,0.01,0.84,1.79,1.66,17.34,0.01,17.36,2.15,17.36,21.43,1.18,16.19,19.38,61.0,0.0,61.0,114.62,74.03,3.7,2.9,10.71,9.21,0.0,0.0,0.0,0.0,0.0,5.4,3.06,0.05,0.77,0.0,0.0,2700.0
3685,1737212740.321926,-,-,-,-,1057,53.63,1971,2711,0.63,36233,0,515,4270,6133,3131,10844,105,4423,147,1443,0.05,2.31,4.48,2.48,18.19,0.69,11.88,0.67,5.91,23.16,1.75,14.19,7.26,56.0,0.0,56.0,133.83,80.05,40.06,34.34,7.07,2.29,0.0,0.0,0.0,0.0,0.0,7.23,4.28,0.4,1.21,0.0,0.0,1500.0
3914,1737212745.330812,-,-,-,-,1659,62.19,2668,2712,0.64,44971,0,254,4079,4642,3268,8307,11,4177,179,1174,0.02,2.16,2.53,2.13,13.3,0.03,12.76,0.51,4.47,19.35,1.25,9.59,7.62,66.0,0.0,66.0,150.97,88.35,37.04,34.19,4.3,2.23,0.0,0.0,0.0,0.0,0.0,10.61,7.52,0.47,1.43,0.0,0.0,2900.0
4252,1737212750.340097,-,-,-,-,1673,61.47,2722,2713,0.65,46194,0,119,2165,3539,2784,9177,8,4275,97,1084,0.01,1.07,2.17,2.23,15.39,0.0,13.65,0.36,3.79,19.28,1.59,11.09,6.57,65.0,0.0,65.0,151.43,89.19,29.99,25.87,3.97,0.99,0.0,0.0,0.0,0.0,0.0,10.75,7.71,0.42,1.42,0.0,0.0,2900.0
1240,1737212755.346763,-,-,-,-,1793,66.94,2677,2713,0.66,45938,0,104,4809,4029,2161,8046,15,3345,110,1198,0.01,2.41,2.17,1.61,12.67,0.05,9.4,0.45,4.41,18.2,0.99,9.12,4.74,67.0,0.0,67.0,158.7,90.45,34.07,31.09,3.69,0.73,0.0,0.0,0.0,0.0,0.0,10.85,7.84,0.39,1.42,0.0,0.0,2900.0
2957,1737212760.355834,-,-,-,-,687,37.54,1830,2712,0.79,33478,0,123,4992,4840,2344,9453,16,5053,367,2604,0.01,2.11,2.77,1.72,17.39,0.04,16.23,2.14,20.39,23.35,1.23,16.27,21.6,56.0,0.0,56.0,107.06,70.91,21.94,18.04,11.6,9.82,0.0,0.0,0.0,0.0,0.0,5.82,3.27,0.19,0.9,0.0,0.0,700.0
2141,1737212765.364456,-,-,-,-,1215,52.68,2306,2713,0.74,40407,0,148,2304,3328,1777,7346,20,3696,63,2279,0.02,0.82,2.18,1.44,13.77,0.03,12.84,0.34,16.06,20.32,0.83,10.84,15.33,69.0,0.0,69.0,137.56,84.97,29.58,25.87,5.3,4.7,0.0,0.0,0.0,0.0,0.0,8.63,5.66,0.45,1.18,0.0,0.0,2900.0
4402,1737212770.376933,-,-,-,-,2031,66.57,3052,2711,0.71,89161,0,1136,8853,9364,2254,7335,39,2044,21,470,0.09,3.83,4.22,1.84,14.78,0.06,6.63,0.05,2.07,23.07,0.89,7.02,2.45,59.0,0.0,59.0,166.84,99.28,26.63,26.43,0.31,0.03,0.0,0.0,0.0,0.0,0.0,12.79,9.98,0.22,1.28,0.0,0.0,1100.0
941,1737212775.383045,-,-,-,-,1350,55.3,2441,2713,0.76,37347,0,205,7252,6529,3436,10682,10,4594,26,764,0.02,3.73,3.74,2.6,16.83,0.01,14.69,0.05,3.32,25.96,1.55,11.02,6.16,71.0,0.0,70.0,146.68,89.72,51.71,47.8,3.57,1.03,0.0,0.0,0.0,0.0,0.0,9.7,6.61,0.47,1.36,0.0,0.0,2900.0
2445,1737212780.390812,-,-,-,-,970,54.01,1797,2712,0.66,36693,0,179,4024,6230,3198,11034,18,4815,37,1041,0.02,2.43,3.75,2.4,18.16,0.02,14.86,0.13,4.61,24.35,1.54,13.06,7.04,57.0,0.0,57.0,140.65,85.0,59.4,53.38,4.93,1.46,0.0,0.0,0.0,0.0,0.0,7.27,4.08,0.57,1.35,0.0,0.0,1400.0
2817,1737212785.398683,-,-,-,-,2388,77.6,3077,2712,0.48,117077,0,3592,39944,30589,2038,4236,37,1346,5,209,0.37,5.79,8.26,1.15,3.96,0.02,3.09,0.0,0.37,21.11,0.23,0.7,0.36,71.0,0.0,71.0,182.88,100.08,95.7,95.56,0.11,0.04,0.0,0.0,0.0,0.0,0.0,14.89,10.84,1.23,1.71,0.0,0.0,2900.0
1325,1737212790.405823,-,-,-,-,2398,77.33,3100,2713,0.49,127251,0,552,45956,34404,2232,4387,11,1087,1,90,0.05,7.0,8.49,1.27,4.01,0.0,2.06,0.0,0.13,21.77,0.21,0.55,0.14,70.0,0.0,70.0,182.7,100.46,98.46,98.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,11.14,1.23,1.74,0.0,0.0,2900.0
1121,1737212795.412563,-,-,-,-,2263,73.01,3100,2712,0.56,135943,0,1563,54473,41205,2059,5151,27,1468,6,153,0.16,8.03,10.0,1.28,4.79,0.02,2.87,0.01,0.37,26.02,0.19,0.62,0.16,73.0,0.0,73.0,179.18,100.44,98.84,98.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23,11.16,1.32,1.59,0.0,0.0,2900.0
6124,1737212800.425848,-,-,-,-,2151,75.66,2844,2711,0.47,83359,0,648,19950,16816,2838,6867,3,1555,23,444,0.04,3.71,5.5,2.12,8.61,0.0,3.23,0.09,1.24,17.79,1.24,4.47,0.83,60.0,0.0,60.0,175.39,95.39,83.14,80.24,1.14,0.15,0.0,0.0,0.0,0.0,0.0,13.45,9.52,1.05,1.89,0.0,0.0,700.0
2478,1737212805.43332,-,-,-,-,1827,69.28,2636,2713,0.72,71619,0,501,4000,6162,2413,7690,27,2633,78,770,0.06,1.73,3.12,2.14,13.4,0.02,7.31,0.28,2.83,18.7,1.2,8.09,2.73,71.0,0.0,71.0,167.32,93.68,26.39,24.37,2.67,0.38,0.0,0.0,0.0,0.0,0.0,11.08,8.27,0.26,1.25,0.0,0.0,2900.0
1366,1737212810.439714,-,-,-,-,1435,54.9,2613,2712,0.84,40319,0,157,2452,4956,2761,9537,43,5003,38,1275,0.02,0.84,2.86,2.0,16.47,0.06,16.16,0.14,6.73,25.5,1.4,10.35,7.85,73.0,0.0,73.0,151.45,91.94,33.21,30.21,3.0,0.84,0.0,0.0,0.0,0.0,0.0,10.47,7.52,0.39,1.24,0.0,0.0,2900.0
3662,1737212815.450368,-,-,-,-,934,50.52,1849,2711,0.64,42778,0,282,4057,6558,3453,11715,15,5128,53,1230,0.02,1.7,3.82,2.51,19.01,0.03,15.85,0.26,6.65,23.94,1.77,14.63,9.14,59.0,0.0,59.0,133.49,81.22,54.8,47.57,6.85,1.85,0.0,0.0,0.0,0.0,0.0,7.12,4.02,0.49,1.31,0.0,0.0,700.0
4908,1737212820.461311,-,-,-,-,651,42.88,1519,2711,0.67,31256,0,344,3960,4711,2833,10819,22,5682,55,1585,0.02,1.41,3.1,2.19,19.82,0.06,19.94,0.2,10.89,22.96,1.63,17.73,14.8,57.0,0.0,57.0,118.56,75.0,53.82,45.06,10.11,3.39,0.0,0.0,0.0,0.0,0.0,5.69,2.66,0.49,1.2,0.0,0.0,600.0
3108,1737212825.470646,-,-,-,-,344,29.14,1179,2713,0.79,26482,0,1440,2580,2662,2717,10836,39,6562,119,2079,0.03,0.47,2.17,2.15,23.55,0.12,23.91,0.64,18.44,22.5,1.8,22.63,23.92,56.0,0.0,56.0,90.75,62.8,47.09,34.55,15.17,6.57,0.0,0.0,0.0,0.0,0.0,4.41,1.49,0.47,1.03,0.0,0.0,600.0
4540,1737212830.481014,-,-,-,-,460,40.34,1140,2712,0.66,29276,0,132,2741,5621,3140,12365,28,6254,80,1713,0.02,1.34,3.52,2.38,21.87,0.09,20.28,0.35,10.39,25.23,1.78,18.07,14.57,56.0,0.0,56.0,115.71,75.47,55.16,46.54,9.76,3.25,0.0,0.0,0.0,0.0,0.0,4.58,1.55,0.51,1.15,0.0,0.0,600.0
4205,1737212835.49297,-,-,-,-,452,36.93,1224,2712,0.65,27694,0,54,2066,4158,2864,11796,12,6101,93,1722,0.01,1.28,2.59,2.08,22.35,0.01,20.88,0.4,14.03,23.25,1.48,20.59,17.75,55.0,0.0,55.0,106.03,68.9,54.23,42.02,11.57,4.54,0.0,0.0,0.0,0.0,0.0,4.64,1.67,0.47,1.13,0.0,0.0,600.0
843,1737212840.498872,-,-,-,-,590,41.87,1409,2713,0.68,29275,0,52,810,3065,2789,11097,27,5498,85,1525,0.01,0.54,2.04,2.11,22.65,0.09,19.71,0.46,10.95,21.34,1.56,20.09,15.15,62.0,0.0,62.0,115.17,73.56,52.06,41.16,9.14,4.21,0.0,0.0,0.0,0.0,0.0,5.35,2.33,0.49,1.18,0.0,0.0,2900.0
2680,1737212845.50696,-,-,-,-,943,47.0,2006,2711,0.58,66274,0,613,5020,6867,2913,11103,13,4469,43,1142,0.06,2.55,3.63,2.3,21.18,0.01,14.82,0.16,8.7,24.27,1.59,15.98,11.16,56.0,0.0,56.0,126.91,79.85,55.68,48.35,5.66,4.6,0.0,0.0,0.0,0.0,0.0,7.35,4.2,0.57,1.28,0.0,0.0,1100.0
4061,1737212850.515919,-,-,-,-,1798,64.62,2783,2711,0.59,114271,0,269,57363,33599,1713,5474,7,2657,16,579,0.03,7.48,7.74,1.24,8.45,0.02,8.33,0.07,2.5,27.18,0.46,4.83,2.92,72.0,0.0,72.0,164.66,95.14,86.47,84.78,1.97,0.41,0.0,0.0,0.0,0.0,0.0,12.59,8.85,1.15,1.3,0.0,0.0,2900.0
1099,1737212855.521851,-,-,-,-,2322,74.88,3100,2713,0.6,145569,0,879,59747,40867,1003,2557,25,1546,20,216,0.09,7.42,8.6,0.71,3.06,0.04,4.91,0.04,0.71,23.14,0.17,0.74,1.07,69.0,0.0,69.0,181.0,100.46,98.81,98.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36,11.37,1.34,1.37,0.0,0.0,2900.0
2583,1737212860.529348,-,-,-,-,2030,65.51,3100,2711,0.53,155697,0,1289,79525,57064,2710,6709,14,1824,4,262,0.08,11.04,13.05,1.5,5.58,0.01,3.47,0.01,0.44,33.02,0.23,0.84,0.39,70.0,0.0,70.0,171.45,100.36,99.5,99.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,10.54,1.4,1.39,0.0,0.0,2900.0
1158,1737212865.53598,-,-,-,-,2392,77.15,3100,2713,0.53,129596,0,833,43398,33997,2230,4928,8,1210,4,111,0.08,6.54,8.49,1.28,4.66,0.01,2.02,0.01,0.13,21.52,0.27,0.9,0.16,71.0,0.0,71.0,183.33,99.95,96.85,96.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.26,11.32,1.15,1.7,0.0,0.0,2900.0
1917,1737212870.542786,-,-,-,-,2156,71.24,3027,2712,0.54,74525,0,868,17384,11201,3856,9473,19,1886,8,309,0.05,3.63,4.51,3.26,12.89,0.02,3.95,0.01,0.62,20.36,2.01,5.95,0.44,73.0,0.0,73.0,169.58,93.94,68.96,64.59,0.68,0.15,0.0,0.0,0.0,0.0,0.0,13.71,10.0,0.8,1.93,0.0,0.0,2900.0
4057,1737212875.552124,-,-,-,-,2264,79.71,2841,2712,0.44,60572,0,155,7243,6252,3126,7182,2,1400,7,175,0.01,2.1,3.04,2.56,9.32,0.0,2.86,0.01,0.39,14.32,1.61,4.13,0.23,73.0,0.0,71.0,178.52,95.84,75.78,72.85,0.53,0.16,0.0,0.0,0.0,0.0,0.0,13.54,9.25,1.24,2.2,0.0,0.0,2900.0
3997,1737212880.560976,-,-,-,-,2040,69.38,2941,2712,0.48,56467,0,256,11264,7980,4495,11219,12,2078,6,283,0.02,3.46,4.02,3.83,14.87,0.02,3.92,0.01,0.59,20.84,2.54,6.98,0.26,71.0,0.0,71.0,164.52,92.26,70.91,64.61,0.69,0.06,0.0,0.0,0.0,0.0,0.0,13.41,9.38,1.04,2.08,0.0,0.0,2900.0
1655,1737212885.570176,-,-,-,-,1761,61.92,2844,2713,0.53,53755,0,448,11590,8823,4809,13161,21,2863,10,392,0.04,3.36,4.64,4.2,19.58,0.03,5.65,0.02,0.8,24.39,2.85,10.4,0.44,74.0,0.0,74.0,153.94,89.29,64.47,56.53,1.24,0.16,0.0,0.0,0.0,0.0,0.0,12.32,8.46,0.93,1.93,0.0,0.0,2900.0
1992,1737212890.577185,-,-,-,-,1868,64.86,2880,2712,0.53,53902,0,168,12481,9248,4700,11844,3,2884,18,471,0.02,3.91,4.61,3.96,16.44,0.01,5.38,0.03,0.96,23.38,2.51,8.51,0.72,70.0,0.0,70.0,158.34,90.11,69.8,61.67,0.95,0.09,0.0,0.0,0.0,0.0,0.0,12.28,8.6,0.74,1.93,0.0,0.0,2900.0
1267,1737212895.583971,-,-,-,-,1798,59.91,3002,2712,0.52,49540,0,351,14252,8615,4554,12893,9,3349,29,507,0.03,4.29,4.66,3.82,19.19,0.01,7.1,0.06,1.15,25.3,2.61,11.02,1.16,71.0,0.0,71.0,149.69,88.38,70.43,61.17,1.03,0.3,0.0,0.0,0.0,0.0,0.0,12.34,8.63,0.76,1.96,0.0,0.0,2900.0
964,1737212900.591688,-,-,-,-,1652,57.63,2866,2712,0.56,48531,0,608,13817,8892,4630,12952,10,3362,23,675,0.04,3.84,4.38,4.12,20.62,0.02,7.9,0.06,1.63,25.96,2.84,12.02,1.54,72.0,0.0,72.0,147.24,87.26,63.77,54.15,1.85,0.17,0.0,0.0,0.0,0.0,0.0,11.63,7.82,0.88,1.91,0.0,0.0,2900.0
934,1737212905.597807,-,-,-,-,1772,62.93,2816,2712,0.52,50756,0,236,12906,8936,4415,11482,4,2986,28,463,0.02,4.06,4.32,3.66,17.25,0.01,6.9,0.03,1.0,23.27,2.51,9.83,1.46,72.0,0.0,72.0,153.48,87.8,72.41,62.16,1.11,0.12,0.0,0.0,0.0,0.0,0.0,11.88,8.19,0.75,1.96,0.0,0.0,2900.0
1526,1737212910.604311,-,-,-,-,1795,67.03,2678,2712,0.52,51046,0,254,10514,8320,4749,10655,12,2454,20,420,0.02,3.21,4.11,3.56,15.63,0.02,5.56,0.03,0.98,21.64,2.06,8.25,1.02,71.0,0.0,71.0,162.34,92.62,67.97,62.02,0.73,0.17,0.0,0.0,0.0,0.0,0.0,11.76,8.12,0.72,1.93,0.0,0.0,2900.0
1617,1737212915.616144,-,-,-,-,1579,55.42,2849,2712,0.57,47695,0,210,13098,8755,5887,14207,20,3751,45,602,0.02,3.55,4.62,4.54,21.75,0.02,8.87,0.05,1.4,27.09,3.06,13.03,1.4,73.0,0.0,73.0,144.16,86.81,62.07,51.91,1.47,0.31,0.0,0.0,0.0,0.0,0.0,11.44,7.73,0.82,1.85,0.0,0.0,2900.0
989,1737212920.621842,-,-,-,-,1715,62.14,2760,2712,0.52,50270,0,199,13689,8930,4924,12117,7,3116,20,502,0.02,4.07,4.58,3.79,16.99,0.02,7.45,0.04,1.12,23.88,2.57,10.11,1.3,73.0,0.0,73.0,152.63,88.22,71.22,61.82,1.28,0.18,0.0,0.0,0.0,0.0,0.0,11.35,7.72,0.7,1.94,0.0,0.0,2900.0
1815,1737212925.628796,-,-,-,-,1637,61.17,2676,2712,0.54,49855,0,175,12838,9012,5121,12796,10,2981,17,611,0.02,3.81,4.53,4.0,18.42,0.01,6.79,0.04,1.43,24.85,2.6,10.21,1.16,71.0,0.0,71.0,153.21,89.51,67.78,59.5,1.0,0.21,0.0,0.0,0.0,0.0,0.0,11.18,7.55,0.72,1.9,0.0,0.0,2900.0
1655,1737212930.63546,-,-,-,-,3064,98.82,3100,2712,0.74,56260,0,3,281,251,171,327,4,54,0,17,0.0,0.1,0.15,0.14,0.42,0.0,0.13,0.0,0.02,0.94,0.07,0.16,0.01,77.0,0.0,76.0,200.08,100.45,57.93,57.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76,13.22,0.74,1.66,0.0,0.0,2900.0
3031,1737212935.643856,-,-,-,-,3092,99.77,3100,2711,0.72,60588,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,64.52,64.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76,13.27,0.67,1.74,0.0,0.0,2900.0
1146,1737212940.650136,-,-,-,-,3094,99.77,3100,2713,0.72,63044,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,77.0,0.0,77.0,200.91,100.45,62.18,62.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74,13.23,0.68,1.73,0.0,0.0,2900.0
2363,1737212945.657317,-,-,-,-,3092,99.76,3100,2712,0.74,57034,0,1,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,77.0,0.0,77.0,200.88,100.44,55.39,55.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74,13.26,0.69,1.63,0.0,0.0,2900.0
3075,1737212950.666174,-,-,-,-,3093,99.77,3100,2712,0.73,63532,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,78.0,0.0,78.0,200.85,100.43,65.07,65.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,13.36,0.65,1.74,0.0,0.0,2900.0
1272,1737212955.672999,-,-,-,-,3055,99.77,3062,2712,0.74,60457,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,75.0,0.0,75.0,200.94,100.47,60.79,60.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42,12.88,0.66,1.69,0.0,0.0,2700.0
2334,1737212960.681161,-,-,-,-,2930,99.76,2938,2712,0.75,56606,0,1,2,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,75.0,0.0,76.0,200.86,100.43,55.45,55.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.39,0.68,1.6,0.0,0.0,2700.0
1445,1737212965.689013,-,-,-,-,2923,99.76,2930,2712,0.76,60696,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,75.0,0.0,75.0,200.9,100.45,62.8,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.4,0.63,1.68,0.0,0.0,2700.0
1278,1737212970.697795,-,-,-,-,2934,99.75,2941,2712,0.75,55251,0,0,2,0,1,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,76.0,0.0,76.0,200.88,100.44,61.62,61.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.44,0.63,1.67,0.0,0.0,2700.0
1188,1737212975.704068,-,-,-,-,2937,99.76,2944,2712,0.75,53192,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,76.0,0.0,75.0,200.88,100.44,55.14,55.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,11.4,0.7,1.59,0.0,0.0,2700.0
1173,1737212980.710052,-,-,-,-,2928,99.76,2935,2712,0.8,59756,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,78.0,0.0,78.0,200.88,100.44,62.49,62.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,11.41,0.64,1.65,0.0,0.0,2800.0
2104,1737212985.717041,-,-,-,-,2929,99.76,2936,2712,0.88,58536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,76.0,0.0,77.0,200.86,100.43,61.36,61.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,11.44,0.64,1.65,0.0,0.0,2700.0
992,1737212990.722821,-,-,-,-,1481,58.87,2515,2712,1.01,43157,0,176,5996,6078,3990,12472,14,3809,64,874,0.02,1.71,3.35,3.36,20.48,0.02,9.5,0.18,2.73,23.63,2.29,12.63,2.58,70.0,0.0,69.0,150.89,90.5,51.75,47.18,2.3,0.7,0.0,0.0,0.0,0.0,0.0,10.36,6.94,0.62,1.47,0.0,0.0,2900.0
1249,1737212995.729081,-,-,-,-,1347,61.12,2205,2712,0.61,45772,0,337,8365,7294,4128,12365,6,3323,36,687,0.02,3.02,3.77,3.52,18.62,0.01,7.75,0.09,2.3,22.79,2.61,11.56,1.93,71.0,0.0,71.0,150.01,87.42,61.48,55.08,3.06,0.37,0.0,0.0,0.0,0.0,0.0,9.15,5.69,0.62,1.66,0.0,0.0,2900.0
1156,1737213000.735169,-,-,-,-,1264,60.81,2079,2712,0.63,45184,0,374,7388,8404,4021,11908,58,3399,37,603,0.04,2.55,5.53,3.5,17.79,0.18,7.95,0.13,1.8,24.31,2.4,10.45,2.03,68.0,0.0,68.0,150.89,88.59,58.93,52.62,2.26,0.32,0.0,0.0,0.0,0.0,0.0,8.52,5.17,0.59,1.58,0.0,0.0,2900.0
2623,1737213005.742659,-,-,-,-,806,47.42,1699,2711,0.81,38697,0,89,3863,5719,4132,14699,11,5512,151,1421,0.01,1.11,3.04,3.49,25.14,0.02,14.76,0.39,5.03,25.27,2.93,19.16,5.22,69.0,0.0,69.0,130.83,83.34,40.92,34.19,4.34,2.91,0.0,0.0,0.0,0.0,0.0,6.39,3.43,0.44,1.15,0.0,0.0,2900.0
1503,1737213010.749509,-,-,-,-,1103,50.3,2193,2712,0.7,42765,0,151,7792,8224,4910,15090,14,4540,83,1004,0.01,3.16,4.4,4.06,23.34,0.04,11.32,0.22,3.46,27.63,3.06,15.76,3.25,64.0,0.0,64.0,133.15,83.01,51.6,44.66,4.84,0.77,0.0,0.0,0.0,0.0,0.0,8.19,5.07,0.5,1.36,0.0,0.0,1500.0
1228,1737213015.756258,-,-,-,-,959,53.07,1807,2712,0.73,41864,0,186,5790,7005,4337,13769,9,4492,88,939,0.02,2.18,3.58,3.51,22.31,0.03,11.64,0.28,3.74,25.06,2.67,15.61,3.58,61.0,0.0,61.0,139.02,84.58,48.86,42.9,4.26,1.51,0.0,0.0,0.0,0.0,0.0,7.09,4.06,0.45,1.28,0.0,0.0,2000.0
872,1737213020.761882,-,-,-,-,1115,56.5,1973,2712,0.69,42477,0,192,5126,7075,4162,13090,14,4114,65,919,0.02,1.51,3.76,3.55,21.05,0.02,10.61,0.17,3.1,24.2,2.64,13.75,2.92,64.0,0.0,64.0,146.4,87.18,53.54,47.31,3.37,1.03,0.0,0.0,0.0,0.0,0.0,7.72,4.44,0.58,1.49,0.0,0.0,2900.0
1489,1737213025.769473,-,-,-,-,1361,60.4,2254,2712,0.61,46157,0,600,9362,8297,4478,12533,87,3448,77,564,0.06,3.07,4.46,3.83,18.51,0.13,8.03,0.2,1.59,23.59,2.91,11.17,1.93,73.0,0.0,73.0,150.05,88.61,62.33,55.73,2.62,0.17,0.0,0.0,0.0,0.0,0.0,9.21,5.84,0.58,1.65,0.0,0.0,2900.0
